full_text,label
Sosialisasi terus ditingkatkan supaya masyarakat mendapatkan informasi yang benar,positive
salahkan SBY dan mulyono jgn malah karna itu bersekutu dgn empire of lies amerika dan barat. lu islam bukan sih? Masa tidak belajar semua konflik yg membunuh jutaan umat islam di timteng aktornya amerika dan sohibnya yahudi israel? Parah lu,negative
Sosialisasi sangat diperlukan supaya masyarakat mendapatkan informasi yang benar,positive
Namanya tuyul ya gitu.kalo ngomong nggak bisa di percaya.masak prabowo di khianati kok di bilang bermoral.kalo bermoral pasti laku waktu nyalon presiden.udah lah.sekarang rakyat itu udah cerdas.yg namanya lumpur mau loe poles seperti apapun tetap lumpur.,negative
Ternyata cuma boneka mulyono,negative
Kebijakan transportasi Prabowo akan meningkatkan mobilitas masyarakat.,positive
Sosialisasi kepada masyarakat terus ditingkatkan,positive
Mustahil karena petaninya susah cari pupuk yang ada mahal harganya,negative
Semangat Pak untuk terus melakukan sosialisasi kepada masyarakat,positive
Kabinet Prabowo akan bergerak cepat dalam menghadapi tantangan domestik dan global.,positive
Ternyata lu begok juga tif lu belajar geopolitik gih. gw juga tidak suka cina tapi minimal politik luar negeri mereka tidak mengancam membully double standar ngebom sana sini.ekonomi kita dlm bbrp dekade terakhir tergantung cina? Ya itu benar karna pemerintah yg mengizinkan,negative
Bukti kepedulian BP BPMI terhadap PMI pantas diapresiasi,positive
Presiden Prabowo menegaskan dirinya tak akn memberi toleransi pd praktik korupsi di hadapan para pimpinan perusahaan besar AS Prabowo mempersilakan pada para investor AS itu utk menelepon dirinya jk menemukan praktik korupsi Bahlul Kemurahan BI Checking Tom Lembong Song Jaerim nVn 3 nVnqEfgo,positive
Presiden Prabowo menegaskan dirinya tak akn memberi toleransi pd praktik korupsi di hadapan para pimpinan perusahaan besar AS Prabowo mempersilakan pada para investor AS itu utk menelepon dirinya jk menemukan praktik korupsi Bahlul Kemurahan BI Checking Tom Lembong Song Jaerim,negative
Bangun pagi terus fokus. Fokus habiskan kopi HIP. Jangan pikirkan negara dengan cara berlebihan. Sudah kita percayakan dan serahkan ke pak urusan negara ,positive
Presiden tidak benar-benar ingin memberangus Judol. Hanya gimmick,negative
Kebanyakan omon - omon no action.,negative
Mau nyari nama dan mau nyaingi kinerja prabowo buat ngerebut hati masyarakat supaya jadi no 1 di indonesia,negative
Semua mah biar wakil rakyat jg dr rakyat la. Bukan dari rakyatnya tp gmn motivasi dan tujuannya menjadi pemimpin atau jadi pejabat negara. Yg secara teori harusnya pentingkan negara dan sejahterakan rakyatnya. Bukan apa apa pajakin/naikin iuran rakyat.,negative
Apa gunanya angka-angka pertumbuhan diatas kertas. Kalau fakta nya rakyat tetap miskin. Beban kebutuhan hidup semakin berat. PHK massal dimana-mana. Prabowo perlu menunjuk Menkeu Baru ahli Ekonomi Mikro yang sangat paham beban penderitaan rakyat.,negative
Kepada para Menteri kalau tdk berani tegas sungkan atau apalah namanya ! kan sdh dikasih kewenangan kelola kementrian dengan baik dan amanah ! kalau tdk sanggup lebih terhormat mundur,negative
tujuan teleponnya kan emang cuma congratulating aja ya dr Prabowo ke Trump. Trump sbg pihak penerima ya mgkin respons-nya reflek aja saya yakin tidak ada niat insulting. lagipula durasi telpon 2 menit apa yg mau diharapkan?? this is pretty normal.,positive
Prabowo bawa Rp1 triliun buat ekonomi Indonesia makin solid,positive
PAKEM: pengecut berkumpul dgn pengecut. pengkhianat berkumpul dgn pengkhianat. begundal berkumpul dgn begundal. pakem yg tidak akan pernah berubah selamanya.,negative
njenengan presidennya ya pak. tidak pantes modelan mentri kek gini. Cuma mengingatkan,negative
apa tidak tersinggung kalau punya bawahan tetap loyal kepads daripada ke Bapak ?,negative
Keren Koh. Lanjut.,positive
Sebaiknya kasus nya zulhas ini sgr diusut .supaya kabinet merah putih TDK tersandera sama Mulyono .bisa bersih menteri nya. Rakyat lBH percaya p.prabowo.kesampingkan Mulyono.rakyat mendukungmu jendral.,positive
Salut buat Prabowo Rp 1 triliun investasi besar buat pembangunan Indonesia,positive
Fufufafa sdh selesai Dok?,negative
Beking ini dia intinya yang harus diberantas dalam tubuh aparat kita di seluruh Indonesia. Mohon pak Presiden kami yang rakyat kecil benar-benar merasakannya,positive
Kami mendukung Prabowo karena beliau peduli terhadap kesejahteraan rakyat,positive
Kebijakan ekonomi Prabowo akan didukung oleh tim yang solid dan berpengalaman.,positive
Pastinya jokowi singkirkan prabowo,negative
Kolaborasi ini bukti nyata komitmen Prabowo untuk kesejahteraan jangka panjang,positive
Si bro malah datang ke negara kebebasan,negative
Cara Prabowo lebih dulu berkunjung ke Beijing daripada ke AS itu juga smart. Dia tahu pasti AS tidak begitu happy dengan dia terpilih sebagai presiden. Nah dia gunakan Beijing sebagai penyeimbang. Lue engga suka gua ya gua temanan dengan Beijing. Kira kira begitu.,positive
Selamat atas pelantikan Pak Prabowo semoga selalu amanah dalam memimpin Indonesia,positive
Beresin dulu tuh para maling duit negara/koruptor Jgn bisa'nya nguber rakyat aja. Diduga duit negara abis di gondol dgn alasan proyek pembangunan main nya scr sembunyi markup anggaran Sudah waktunya transparan sama rakyat. GK usah banyak main sirkus Permainan mu sudah basi,negative
Laah yg masalah kalau nyerang pak anis. Pak prabowo blum sebulan sudah berhasil menangkap beberapa koruptor lama maka wajar presiden sblumnya di serang krna ngapain aja 1 1 tahun knpa baru sekarang ketangkep koruptornya.,positive
Prabowo hadir dengan solusi untuk mempercepat pembangunan di seluruh wilayah.,positive
Penetapan TL menjadi tersangka benar benar mencederai kepercayaan rakyat terhadap hukum di pemerintahaan baru Prabowo benar benar mengecewakan.,negative
Yg gue bingung knp yg terhormat presiden Prabowo bisa mengangkat dia jadi menteri HAM. apakah dari 3 3 3 juta penduduk Indonesia tidak ada yg profesional mengenai HAM,negative
Itu palingan ditahan biar reda situasinya kalo udah adem ya dibebasin diem diem alasannya udah bayar jaminan. tidak nyampe pengadilan deh tu potret hukum di negeri ini,negative
MENUJU INDONESIA MAJU INDONESIA EMAS BERSAMA BAPAK PRESIDEN KITA,positive
Menuju Indonesia maju Indonesia emas bersama bapak presiden kita,negative
Wkwkwkwkwkwkwkwkwkwkwkwkwkwkwk mo jilat Prabowo dengan merendahkan Jokowi? Ya kelaut aja lah he he he,negative
Dukungan penuh untuk Presiden Prabowo kami optimis masa depan Indonesia akan semakin cerah,positive
Itutim prabowo membuktikan kecurangan. Ya kalo merasa 'dicurangi' buktikan dong bukan koar koar di sosmed. Emangnya mk baca?,negative
Prabowo memiliki pendekatan inklusif dalam memimpin.,positive
Mungkin itu hari minggu dimana atribut sebagai menterinya menguap sama spt prabowo yg klo hari minggu atribut sbg presidennya menguap dan bisa jadi jurkam pilkada,negative
Dulu kalo tidak salah di mata najwa beliau (pak prabowo) bilang kalo beliau jika terpilih menjadi presiden tidak bakalan tunduk ke pada partai tapi kok sekarang ?,negative
Dukungan penuh untuk Presiden Prabowo semoga setiap kebijakan yang diambil membawa kebaikan bagi rakyat,positive
Prabowo paham kebutuhan bangsa Langkah investasi ini jawab tantangan ekonomi kita,positive
Waduh pidana nih pasti pajaknya juga bermasalah.,negative
Selamat Pak Prabowo semoga segera terwujud Indonesia yang lebih makmur dan kuat di bawah kepemimpinan Anda,positive
Momen Presiden Prabowo cecar Menlu AS Antony Blinken soal Palestine. ,positive
